Index,DrugID,Drug_Name,SMILES
401,DM58WKG,Panobinostat,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
402,DM59AZT,Clotiazepam,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C
403,DM5A31S,TP-434,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=C(C(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)NC(=O)CN5CCCC5)F
404,DM5A38V,Metharbital,CCC1(C(=O)NC(=O)N(C1=O)C)CC
405,DM5BS98,Ampiroxicam,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3
406,DM5BXH9,Piracetam,C1CC(=O)N(C1)CC(=O)N
407,DM5D6WZ,Dihydroergotoxine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5CC6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O
408,DM5D9YK,CHOLINE,C[N+](C)(C)CCO
409,DM5DSFZ,Rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
410,DM5DWMU,Rimantadine,CC(C12CC3CC(C1)CC(C3)C2)N
411,DM5EN79,Levamisole,C1CSC2=N[C@H](CN21)C3=CC=CC=C3
412,DM5F84A,Pipecuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C
413,DM5FL14,Amifostine,C(CN)CNCCSP(=O)(O)O
414,DM5FLTY,Risedronate,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
415,DM5FSJA,Glimepiride,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
416,DM5GT1M,EVANS BLUE,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+]
417,DM5GVHU,Quinolones,C1=CC=C2C(=C1)C=CC(=O)N2
418,DM5H88N,Alatrofloxacin mesylate,CC(C(=O)NC(C)C(=O)NC1C2C1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F)N.CS(=O)(=O)O
419,DM5I1CE,Valacyclovir Hydrochloride,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N.Cl
420,DM5I621,Methyldopa,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
421,DM5IKUF,Dihydroergotamine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C
422,DM5IXKQ,Vismodegib,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
423,DM5J1NH,Alcaftadine,CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1
424,DM5J64S,Miglustat,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
425,DM5JQ0D,Streptokinase,C1CCC(CC1)C2CC(NC2)C(=O)O
426,DM5JVAN,Fingolimod,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N
427,DM5JVS3,Isoniazid,C1=CN=CC=C1C(=O)NN
428,DM5JWV9,Tiazofurin,C1=C(N=C(S1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
429,DM5KYPJ,Butorphanol,C1CC[C@]2([C@H]3CC4=C([C@]2(C1)CCN3CC5CCC5)C=C(C=C4)O)O
430,DM5L6HI,Atomoxetine,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2
431,DM5LQHB,Avacopan,CC1=C(C(=CC=C1)F)C(=O)N2CCC[C@@H]([C@@H]2C3=CC=C(C=C3)NC4CCCC4)C(=O)NC5=CC(=C(C=C5)C)C(F)(F)F
432,DM5M4NT,Ethacrynate Sodium,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)[O-])Cl)Cl.[Na+]
433,DM5NBIR,ABT-335,CC(C)(C(=O)[O-])OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl.C[N+](C)(C)CCO
434,DM5NM6E,NADH,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
435,DM5NW1E,Beclomethasone dipropionate,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC
436,DM5O4K6,Iotrolan,CN(C1=C(C(=C(C(=C1I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I)C(=O)CC(=O)N(C)C2=C(C(=C(C(=C2I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I
437,DM5OGK0,Epalrestat,C/C(=C\\C1=CC=CC=C1)/C=C\\2/C(=O)N(C(=S)S2)CC(=O)O
438,DM5OHYE,Bacitracin,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC(=N2)[C@H]([C@@H](C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4
439,DM5ONA9,Cysteine Hydrochloride,C(C(C(=O)O)N)S.Cl
440,DM5OY70,Iron Dextran,OS(=O)(=O)O.[Fe]
441,DM5PCS7,Bupropion,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
442,DM5PDRB,Amikacin,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N
443,DM5PFIJ,Givosiran,C[C@@H]1C[C@H](CN1C(=O)CCCCCCCCCCC(=O)NC(COCCC(=O)NCCCNC(=O)CCCCO[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)NC(=O)C)(COCCC(=O)NCCCNC(=O)CCCCO[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)COCCC(=O)NCCCNC(=O)CCCCO[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O
444,DM5PU6O,Oxcarbazepine,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
445,DM5PVQE,Paroxetine,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
446,DM5QF9V,Tamsulosin,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
447,DM5QWEL,Guanabenz,C1=CC(=C(C(=C1)Cl)/C=N/N=C(N)N)Cl
448,DM5QZ5E,Elcatonin,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CCCCCC(=O)OCC(C(=O)NC(C(=O)N1)CC(=O)N)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(C)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO
449,DM5S4LX,Mirvetuximab soravtansine,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)[C@H](C)N(C)C(=O)CCC(C)(C)SSCCC(C(=O)N)S(=O)(=O)O)C)\\C)OC)(NC(=O)O2)O
450,DM5SQ1G,Dihydroergocristine,CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C
451,DM5SXUV,Repaglinide,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
452,DM5SYZP,Disopyramide,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
453,DM5T6US,Estrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
454,DM5TVS3,Vinblastine,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
455,DM5UGDK,Mephenytoin,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
456,DM5URA2,Chlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
457,DM5V9U1,Gadofosveset,[H+].[H+].[H+].C1CC(CCC1OP(=O)([O-])OC[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Gd+3]
458,DM5VWOB,Methylscopolamine,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C
459,DM5WFNP,Abarelix,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C
460,DM5X7VY,Pyrimethamine,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
461,DM5XH2C,Methotrexate Sodium,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
462,DM5XLTY,Spirapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3(C[C@H]2C(=O)O)SCCS3
463,DM5XPIJ,Leuprolide,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6
464,DM5YBO1,Levalbuterol,CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O
465,DM5YF4M,Droxidopa,C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O
466,DM5ZVLB,Ixazomib,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O
467,DM602WT,Idelalisib,CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
468,DM6034S,Selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C
469,DM60QMR,Ethacrynic acid,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
470,DM61TA4,Arsenic trioxide,[O-2].[O-2].[O-2].[As+3].[As+3]
471,DM62B78,Olodaterol,CC(C)(CC1=CC=C(C=C1)OC)NC[C@@H](C2=C3C(=CC(=C2)O)NC(=O)CO3)O
472,DM62MUZ,Samarium Sm-153 Lexidronam Pentasodium,C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[153Sm+3]
473,DM62UG5,Vemurafenib,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
474,DM62UHC,Meropenem,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O
475,DM63QS9,Nystatin,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
476,DM63VRX,Lorcainide,CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3
477,DM648X9,Icodextrin,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
478,DM64QHL,Sodium polystyrene sulfonate,C=CC1=CC=C(C=C1)S(=O)(=O)O
479,DM65AGJ,Oxymorphone,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
480,DM65KL8,Fluocinonide,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C
481,DM6644Z,Undecylenic acid,C=CCCCCCCCCC(=O)O
482,DM671NG,Progabide,C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl
483,DM672AH,Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O
484,DM67VKL,Prasterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C
485,DM68FSZ,Zucapsacin,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
486,DM69221,Triheptanoin,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC
487,DM69G8X,L-glutamine,C(CC(=O)N)[C@@H](C(=O)O)N
488,DM69HTC,Dermatan sulfate,CC(=O)NC1C(C(C(OC1O)CO)OS(=O)(=O)[O-])OC2C(C(C(C(O2)C(=O)[O-])O)O)O
489,DM6A0X7,Pravastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O
490,DM6A4NW,Etoricoxib,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C
491,DM6ABBY,Iodofiltic acid I-123,CC(CCCCCCCCCCCCC1=CC=C(C=C1)I)CC(=O)O
492,DM6AN32,Trovafloxacin,C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
493,DM6AUFY,Iloperidone,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
494,DM6AUHV,Fostamatinib,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C
495,DM6AVR4,Hydroquinone,C1=CC(=CC=C1O)O
496,DM6C4YJ,Chlorphenamine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
497,DM6D7N8,Propylthiouracil,CCCC1=CC(=O)NC(=S)N1
498,DM6DEK9,Stavudine,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO
499,DM6ECN9,Aluminium,[Al]
500,DM6EL5Q,Glucarpidase,[Zn+2].[Zn+2].[Zn+2].[Zn+2]
501,DM6ETS0,Deferasirox,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O
502,DM6EUL5,Betaxolol,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
503,DM6F1PU,Vortioxetine,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C
504,DM6FG1P,Doxercalciferol,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\\2[C@@]1(CCC/C2=C\\C=C/3\\C[C@H](C[C@@H](C3=C)O)O)C
505,DM6GE21,Sapropterin,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
506,DM6GME9,Hexyl aminolevulinate,CCCCCCOC(=O)CCC(=O)CN.Cl
507,DM6HX9B,Nevirapine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
508,DM6I2WQ,Amezinium,COC1=[N+](N=CC(=C1)N)C2=CC=CC=C2
509,DM6I5GR,Promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
510,DM6IR3P,Liothyronine,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
511,DM6JQ2I,Propentofylline propionate,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C
512,DM6K1OA,Clothiapine,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl
513,DM6KI0D,Repirinast,CC1=C(C2=C(C=C1)C3=C(C(=O)C=C(O3)C(=O)OCCC(C)C)C(=O)N2)C
514,DM6KZMG,Ozenoxacin,CC1=CC(=CN=C1NC)C2=C(C3=C(C=C2)C(=O)C(=CN3C4CC4)C(=O)O)C
515,DM6L4H2,Cobicistat,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5
516,DM6L5VO,Methsuximide,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
517,DM6L7CL,Symbicort,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
518,DM6LOQU,Celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
519,DM6MDCF,Oliceridine,COC1=C(SC=C1)CNCC[C@]2(CCOC3(C2)CCCC3)C4=CC=CC=N4
520,DM6MPJO,Butizide,CC(C)CC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
521,DM6N4PR,Cerulenin,C/C=C/C/C=C/CCC(=O)[C@@H]1[C@@H](O1)C(=O)N
522,DM6NZ2P,Pegvaliase,COCCOCCCCCC(=O)NCCCC[C@@H](C(=O)O)N
523,DM6OC53,PDX-101,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO
524,DM6PR40,Paramethasone,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)C)F
525,DM6Q7U4,Lenalidomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
526,DM6QAS0,Manganese Sulfate,[O-]S(=O)(=O)[O-].[Mn+2]
527,DM6QFSV,Erdosteine,C1CSC(=O)C1NC(=O)CSCC(=O)O
528,DM6QHDJ,Ornidazole,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]
529,DM6RZ9Q,Clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
530,DM6S157,Guanadrel Sulfate,C1CCC2(CC1)OCC(O2)CN=C(N)N.C1CCC2(CC1)OCC(O2)CN=C(N)N.OS(=O)(=O)O
531,DM6T2J3,Neostigmine,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
532,DM6T924,Gabapentin,C1CCC(CC1)(CC(=O)O)CN
533,DM6TF30,Gardasil,CCC(C)OC(=O)C
534,DM6TS1N,Phendimetrazine,C[C@H]1[C@@H](OCCN1C)C2=CC=CC=C2
535,DM6U9CQ,Pazopanib HCl,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl
536,DM6VM38,Reserpine,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
537,DM6VOWQ,Fomepizole,CC1=CNN=C1
538,DM6VZFQ,Pirfenidone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
539,DM6W8V5,Lisdexamfetamine,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](CCCCN)N
540,DM6WJO9,Etodolac,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
541,DM6WPIS,L-serine,C([C@@H](C(=O)O)N)O
542,DM6WWOT,Nonoxynol-9,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO
543,DM6XFHS,SPI-1005,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2
544,DM6XLW6,Mobenakin,CC(CCC=C(C)C)NC
545,DM6Y3AN,Micafungin,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)[C@@H](CC(=O)N)O)C)O)O)O
546,DM6YWBF,Herbimycin A,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\\C=C(\\C(=O)NC2=CC(=O)C=C([C@@H]1OC)C2=O)/C)OC)OC(=O)N)\\C)C)OC)OC
547,DM6ZPLQ,Novolimus,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)O
548,DM70BU5,Thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
549,DM70DTN,Flibanserin,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F
550,DM70E0U,Eterobarb,CCC1(C(=O)N(C(=O)N(C1=O)COC)COC)C2=CC=CC=C2
551,DM70IK5,Marinol,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O
552,DM718MD,AST-120,C
553,DM7245Q,Ioxaglate,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I
554,DM72JXH,Losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
555,DM72ZYN,Ipodate,CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)O)I)I
556,DM749I3,Ubrogepant,C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(C[C@@]4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=CC=CC=C6
557,DM74LZK,Cromoglicate,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O
558,DM74SVE,Dasiglucagon,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)NC(C)(C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC7=CNC=N7)N)O
559,DM74XKS,Ketotifen,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
560,DM750LD,Chromomycin a3,CC1C(C(CC(O1)OC2C(CC3=C(C2=O)C(=C4C(=C3)C=C(C(=C4O)C)OC5CC(C(C(O5)C)OC(=O)C)OC6CC(C(C(O6)C)OC)O)O)C(C(=O)C(C(C)O)O)OC)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)OC(=O)C)(C)O)O
561,DM75CXN,Avanafil,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCC[C@H]4CO)Cl
562,DM76VHG,Regadenoson,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N
563,DM783CH,Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C
564,DM78G6F,HTF 919,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC
565,DM78IME,Ergotidine,C1=C(NC=N1)CCN
